,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type,min_processo
5267,L,300.7,312.1,1512,36.9,153,No Failure,76.5
5268,L,300.7,312.1,1498,44.0,155,No Failure,77.5
5269,H,300.7,312.1,1490,43.1,159,No Failure,31.8
5270,L,300.9,312.1,1474,42.4,171,No Failure,85.5
5271,L,300.7,311.9,1419,47.7,179,No Failure,89.5
5272,H,300.7,311.9,1389,46.5,186,No Failure,37.2
5273,M,300.6,311.6,1669,29.2,200,No Failure,66.66666666666667
5274,L,300.6,311.6,1455,48.0,203,No Failure,101.5
5275,L,300.7,311.8,1478,41.9,207,No Failure,103.5
5276,L,300.8,311.7,1578,31.4,219,No Failure,109.5
5277,L,300.8,311.7,1681,31.3,221,No Failure,110.5
5278,L,300.8,311.8,1417,43.4,223,No Failure,111.5
5279,M,300.7,311.7,1532,40.0,0,No Failure,0.0
5280,M,300.7,311.7,1499,38.9,3,No Failure,1.0
5281,L,300.8,311.7,1432,45.8,6,No Failure,3.0
5282,L,300.8,311.7,1753,29.0,8,No Failure,4.0
5283,L,300.8,311.7,1414,49.0,10,No Failure,5.0
5284,L,300.8,311.7,1655,32.2,12,No Failure,6.0
5285,L,300.8,311.6,1516,35.6,14,No Failure,7.0
5286,L,300.8,311.7,1426,45.5,16,No Failure,8.0
5287,M,300.7,311.5,1569,36.4,20,No Failure,6.666666666666667
5288,L,300.8,311.6,1568,36.0,23,No Failure,11.5
5289,M,300.9,311.8,1843,24.5,25,No Failure,8.333333333333334
5290,M,300.9,311.9,1480,40.9,28,No Failure,9.333333333333334
5291,L,301.0,312.0,1447,36.8,31,No Failure,15.5
5292,L,301.0,311.9,1454,41.9,33,No Failure,16.5
5293,M,300.9,311.9,1310,56.1,35,No Failure,11.666666666666666
5294,H,300.9,311.9,1513,38.0,38,No Failure,7.6
5295,L,301.0,312.1,1377,49.9,48,No Failure,24.0
5296,H,301.1,312.2,1491,42.6,52,No Failure,10.4
5297,L,300.9,312.1,1423,40.2,63,No Failure,31.5
5298,L,301.0,312.2,1602,35.9,67,No Failure,33.5
5299,M,301.0,312.2,1629,32.6,69,No Failure,23.0
5300,L,300.9,312.1,1711,28.8,74,No Failure,37.0
5301,L,301.1,312.2,1397,54.9,81,No Failure,40.5
5302,M,301.2,312.3,1548,38.3,87,No Failure,29.0
5303,H,301.2,312.4,1395,47.8,90,No Failure,18.0
5304,L,301.2,312.4,1480,53.5,97,No Failure,48.5
5305,L,301.0,312.3,1445,36.4,105,No Failure,52.5
5306,L,301.0,312.3,1550,34.9,111,No Failure,55.5
5307,L,301.1,312.3,1587,34.5,115,No Failure,57.5
5308,H,301.0,312.2,1489,40.3,117,No Failure,23.4
5309,L,301.1,312.3,1486,34.9,122,No Failure,61.0
5310,L,301.1,312.4,1430,37.9,124,No Failure,62.0
5311,M,301.1,312.4,1809,25.1,126,No Failure,42.0
5312,L,301.1,312.3,1534,39.0,129,No Failure,64.5
5313,M,301.1,312.3,1852,25.9,131,No Failure,43.666666666666664
5314,L,301.0,312.2,1776,28.8,138,No Failure,69.0
5315,M,301.0,312.2,2710,9.7,143,Power Failure,47.666666666666664
5316,L,300.9,312.1,1359,51.7,146,No Failure,73.0
5317,M,300.9,312.1,1617,31.0,148,No Failure,49.333333333333336
5318,M,300.8,312.0,1443,53.3,151,No Failure,50.333333333333336
5319,L,300.8,312.0,1374,50.2,154,No Failure,77.0
5320,L,300.9,312.0,1533,44.0,162,No Failure,81.0
5321,L,300.8,312.0,1477,37.3,164,No Failure,82.0
5322,M,301.0,312.1,1664,28.4,168,No Failure,56.0
5323,L,300.8,311.9,1414,41.1,171,No Failure,85.5
5324,L,300.8,311.8,1323,61.1,178,No Failure,89.0
5325,L,300.8,311.8,1427,43.3,180,No Failure,90.0
5326,M,300.9,312.0,1375,56.1,182,No Failure,60.666666666666664
5327,M,300.9,312.0,1402,50.7,185,No Failure,61.666666666666664
5328,L,300.9,312.0,1500,44.2,188,No Failure,94.0
5329,M,301.0,312.0,1558,37.5,190,No Failure,63.333333333333336
5330,M,300.9,312.0,1447,41.4,193,No Failure,64.33333333333333
5331,L,301.0,312.0,1518,39.3,196,No Failure,98.0
5332,L,301.0,311.9,1889,23.5,198,No Failure,99.0
5333,L,301.0,312.1,1675,30.7,200,No Failure,100.0
5334,H,300.9,312.0,1720,27.9,202,No Failure,40.4
5335,L,300.9,312.0,1441,43.8,210,No Failure,105.0
5336,H,300.9,312.0,1397,42.7,212,No Failure,42.4
5337,M,300.8,312.0,1422,50.7,219,No Failure,73.0
5338,L,300.7,311.9,1399,50.2,222,Overstrain Failure,111.0
5339,L,300.6,311.8,1501,44.8,226,No Failure,113.0
5340,M,300.6,311.9,1629,35.3,0,No Failure,0.0
5341,L,300.6,312.0,1490,42.2,3,No Failure,1.5
5342,L,300.7,311.9,1485,38.8,9,No Failure,4.5
5343,L,300.7,311.8,1564,36.8,11,No Failure,5.5
5344,L,300.7,311.7,1460,46.1,15,No Failure,7.5
5345,H,300.8,311.9,1431,48.5,25,No Failure,5.0
5346,L,300.7,311.9,1486,35.8,32,No Failure,16.0
5347,L,300.7,311.8,1441,38.1,34,No Failure,17.0
5348,L,300.6,311.8,1471,41.4,39,No Failure,19.5
5349,L,300.6,311.9,1463,38.2,41,No Failure,20.5
5350,L,300.6,311.9,1413,41.3,43,No Failure,21.5
5351,H,300.6,311.9,1604,30.5,45,No Failure,9.0
5352,L,300.6,311.8,1652,27.2,52,No Failure,26.0
5353,L,300.5,311.9,1403,45.7,54,No Failure,27.0
5354,L,300.5,311.9,1887,21.7,56,No Failure,28.0
5355,L,300.4,311.8,1405,47.9,58,No Failure,29.0
5356,H,300.2,311.6,1496,41.1,60,No Failure,12.0
5357,L,300.1,311.5,1499,43.4,65,No Failure,32.5
5358,L,300.2,311.5,1549,37.2,67,No Failure,33.5
5359,L,300.3,311.6,1515,44.9,69,No Failure,34.5
5360,L,300.2,311.6,1540,37.7,71,No Failure,35.5
5361,H,300.2,311.5,1426,44.3,73,No Failure,14.6
5362,M,300.3,311.6,1359,54.1,81,No Failure,27.0
5363,M,300.3,311.7,1551,36.4,84,No Failure,28.0
5364,L,300.5,311.8,1596,34.8,87,No Failure,43.5
5365,L,300.4,311.9,1868,21.3,92,No Failure,46.0
5366,M,300.6,312.0,1490,39.8,94,No Failure,31.333333333333332
5367,M,300.5,311.9,1676,35.2,97,No Failure,32.333333333333336
5368,M,300.5,311.9,1875,22.1,100,No Failure,33.333333333333336
5369,M,300.5,312.0,1867,23.0,103,No Failure,34.333333333333336
5370,H,300.5,312.0,1375,43.2,108,No Failure,21.6
5371,L,300.5,312.0,1558,36.7,113,No Failure,56.5
5372,L,300.4,312.0,1631,34.9,115,No Failure,57.5
5373,L,300.3,311.8,1360,48.0,119,No Failure,59.5
5374,L,300.3,311.8,1547,39.7,121,No Failure,60.5
5375,L,300.3,311.7,1571,31.2,123,No Failure,61.5
5376,L,300.2,311.5,1528,36.1,125,No Failure,62.5
5377,H,300.2,311.5,1432,43.6,127,No Failure,25.4
5378,L,300.1,311.4,1438,42.2,139,No Failure,69.5
5379,L,300.2,311.4,1483,44.4,141,No Failure,70.5
5380,L,300.2,311.4,1331,49.8,143,No Failure,71.5
5381,L,300.2,311.4,1463,37.5,145,No Failure,72.5
5382,L,300.1,311.4,1446,40.6,147,No Failure,73.5
5383,L,300.1,311.4,1356,45.7,149,No Failure,74.5
5384,L,300.1,311.3,1676,30.3,151,No Failure,75.5
5385,L,300.2,311.6,1375,56.9,155,No Failure,77.5
5386,H,300.2,311.6,1662,28.8,162,No Failure,32.4
5387,L,300.2,311.6,1500,39.0,174,No Failure,87.0
5388,L,300.2,311.7,1603,30.5,176,No Failure,88.0
5389,L,300.3,311.7,1682,27.8,178,No Failure,89.0
5390,M,300.3,311.9,1429,41.6,184,No Failure,61.333333333333336
5391,L,300.3,311.9,1692,31.5,187,No Failure,93.5
5392,L,300.4,311.9,1476,48.7,189,No Failure,94.5
5393,H,300.3,311.9,1390,49.0,194,No Failure,38.8
5394,M,300.3,311.8,1607,33.7,199,No Failure,66.33333333333333
5395,L,300.3,311.7,1821,26.3,202,No Failure,101.0
5396,M,300.4,311.8,1553,33.1,209,Tool Wear Failure,69.66666666666667
5397,M,300.4,311.8,1442,45.1,0,No Failure,0.0
5398,H,300.4,311.8,2496,13.5,5,No Failure,1.0
5399,L,300.3,311.8,2004,19.6,12,No Failure,6.0
5400,L,300.3,311.8,1548,33.0,16,No Failure,8.0
5401,L,300.3,311.7,1333,55.2,18,No Failure,9.0
5402,L,300.2,311.6,1767,26.4,20,No Failure,10.0
5403,M,300.2,311.6,1533,46.4,24,No Failure,8.0
5404,H,300.2,311.5,1515,36.8,27,No Failure,5.4
5405,L,300.2,311.4,1568,41.0,32,No Failure,16.0
5406,L,300.2,311.4,1452,47.8,34,No Failure,17.0
5407,L,300.2,311.4,1433,37.9,36,No Failure,18.0
5408,L,300.1,311.4,1629,31.3,41,No Failure,20.5
5409,L,300.0,311.3,1520,39.2,43,No Failure,21.5
5410,H,300.0,311.2,1393,43.1,45,No Failure,9.0
5411,H,299.9,311.2,1364,49.6,50,No Failure,10.0
5412,M,299.9,311.3,1389,50.0,55,No Failure,18.333333333333332
5413,L,299.8,311.1,1466,46.1,58,No Failure,29.0
5414,L,299.7,311.1,1650,32.4,60,No Failure,30.0
5415,L,299.6,311.0,1554,36.3,62,No Failure,31.0
5416,H,299.5,310.8,1600,32.4,67,No Failure,13.4
5417,L,299.5,310.8,1356,54.9,72,No Failure,36.0
5418,L,299.5,310.8,1571,38.2,74,No Failure,37.0
5419,L,299.6,310.9,1658,28.0,76,No Failure,38.0
5420,L,299.6,310.8,1393,49.9,78,No Failure,39.0
5421,M,299.7,311.0,1448,49.8,80,No Failure,26.666666666666668
5422,L,299.7,310.9,1477,40.4,83,No Failure,41.5
5423,M,299.7,310.9,1685,32.1,88,No Failure,29.333333333333332
5424,L,299.5,310.8,1447,41.0,93,No Failure,46.5
5425,M,299.5,310.7,1488,39.5,95,No Failure,31.666666666666668
5426,M,299.6,310.8,1427,50.4,98,No Failure,32.666666666666664
5427,M,299.5,310.7,1424,41.3,101,No Failure,33.666666666666664
5428,L,299.5,310.7,1472,40.9,104,No Failure,52.0
5429,L,299.5,310.7,1438,45.7,106,No Failure,53.0
5430,L,299.6,310.8,1507,42.4,108,No Failure,54.0
5431,L,299.6,310.8,1644,30.9,114,No Failure,57.0
5432,L,299.6,310.8,1498,46.9,116,No Failure,58.0
5433,L,299.6,310.8,1400,40.8,118,No Failure,59.0
5434,M,299.7,311.1,1618,30.3,125,No Failure,41.666666666666664
5435,H,299.6,311.0,1714,30.2,128,No Failure,25.6
5436,L,299.7,311.1,1603,31.4,141,No Failure,70.5
5437,H,299.7,311.1,1353,47.1,143,No Failure,28.6
5438,L,299.7,311.1,1690,30.6,148,No Failure,74.0
5439,M,299.8,311.2,1745,26.3,150,No Failure,50.0
5440,L,299.9,311.3,1522,45.7,153,No Failure,76.5
5441,L,299.9,311.4,1596,28.9,160,No Failure,80.0
5442,L,299.9,311.3,1371,52.3,167,No Failure,83.5
5443,L,299.8,311.2,1564,40.0,172,No Failure,86.0
5444,L,299.7,311.1,1439,44.9,174,No Failure,87.0
5445,L,299.7,311.2,1352,52.1,176,No Failure,88.0
5446,L,299.8,311.3,1560,35.4,178,No Failure,89.0
5447,M,299.7,311.2,1616,42.3,180,No Failure,60.0
5448,L,299.7,311.2,1835,23.7,183,No Failure,91.5
5449,M,299.7,311.1,1649,32.7,185,No Failure,61.666666666666664
5450,L,299.8,311.1,1452,47.3,188,No Failure,94.0
5451,L,299.8,311.1,2144,17.7,190,No Failure,95.0
5452,L,299.7,311.1,1554,41.0,192,No Failure,96.0
5453,L,299.6,310.9,1448,46.3,196,No Failure,98.0
5454,M,299.7,310.9,1620,37.2,203,No Failure,67.66666666666667
5455,L,299.6,310.9,1229,65.2,209,Overstrain Failure,104.5
5456,L,299.4,310.7,1426,45.7,213,No Failure,106.5
5457,M,299.4,310.7,1492,45.7,219,No Failure,73.0
5458,M,299.3,310.7,1374,48.9,222,No Failure,74.0
5459,L,299.2,310.7,1737,27.0,225,Tool Wear Failure,112.5
5460,L,299.3,310.8,1426,42.4,0,No Failure,0.0
5461,M,299.3,310.9,1826,25.1,2,No Failure,0.6666666666666666
5462,L,299.3,310.9,1669,32.4,5,No Failure,2.5
5463,M,299.4,310.9,1473,40.1,7,No Failure,2.3333333333333335
5464,L,299.3,310.8,1483,43.5,15,No Failure,7.5
5465,L,299.2,310.7,1535,42.6,17,No Failure,8.5
5466,L,299.3,310.8,1391,46.9,21,No Failure,10.5
5467,L,299.2,310.6,1675,33.3,28,No Failure,14.0
5468,M,299.2,310.5,1548,33.5,35,No Failure,11.666666666666666
5469,L,299.1,310.6,1577,37.1,44,No Failure,22.0
5470,L,299.0,310.4,1504,34.3,48,No Failure,24.0
5471,M,298.9,310.3,1551,35.2,50,No Failure,16.666666666666668
5472,L,299.1,310.5,1329,54.9,58,No Failure,29.0
5473,L,299.1,310.5,1532,36.6,62,No Failure,31.0
5474,L,299.1,310.5,1389,61.4,64,No Failure,32.0
5475,M,299.1,310.4,1524,51.4,66,No Failure,22.0
5476,L,299.1,310.5,1739,27.4,72,No Failure,36.0
5477,L,299.1,310.5,1736,26.9,74,No Failure,37.0
5478,L,299.1,310.5,1419,48.8,76,No Failure,38.0
5479,M,299.1,310.6,1449,43.2,80,No Failure,26.666666666666668
5480,M,299.2,310.6,1443,50.9,85,No Failure,28.333333333333332
5481,L,299.2,310.6,1498,41.1,88,No Failure,44.0
5482,L,299.0,310.4,1339,49.6,94,No Failure,47.0
5483,L,299.0,310.4,1483,41.5,96,No Failure,48.0
5484,M,298.9,310.2,2099,20.0,98,No Failure,32.666666666666664
5485,M,299.0,310.3,1689,29.7,101,No Failure,33.666666666666664
5486,H,299.1,310.4,1369,54.5,104,No Failure,20.8
5487,L,299.0,310.4,1512,38.8,109,No Failure,54.5
5488,M,299.0,310.3,1303,68.6,111,Power Failure,37.0
5489,L,299.0,310.3,1552,39.9,114,No Failure,57.0
5490,L,299.0,310.4,1713,28.0,116,No Failure,58.0
5491,L,298.9,310.3,1456,44.1,118,No Failure,59.0
5492,L,299.0,310.4,1524,39.8,120,No Failure,60.0
5493,M,299.0,310.4,1394,45.2,122,No Failure,40.666666666666664
5494,L,299.0,310.4,1565,36.1,127,No Failure,63.5
5495,M,299.0,310.4,1625,37.1,131,No Failure,43.666666666666664
5496,L,299.0,310.4,1606,31.1,134,No Failure,67.0
5497,H,299.0,310.5,1336,56.8,136,No Failure,27.2
5498,M,299.0,310.6,1587,34.2,141,No Failure,47.0
5499,L,299.1,310.6,1602,39.7,144,No Failure,72.0
5500,H,299.1,310.6,1332,48.0,148,No Failure,29.6
5501,L,299.1,310.6,1921,23.9,158,No Failure,79.0
5502,H,299.2,310.6,1704,30.6,160,No Failure,32.0
5503,M,299.1,310.6,1397,49.5,165,No Failure,55.0
5504,H,299.1,310.6,1791,28.0,168,No Failure,33.6
5505,L,299.2,310.7,1540,36.3,175,No Failure,87.5
5506,M,299.2,310.8,1502,39.8,177,No Failure,59.0
5507,H,299.2,310.8,1761,30.4,180,No Failure,36.0
5508,L,299.1,310.7,1309,51.1,188,No Failure,94.0
5509,L,298.9,310.6,1363,52.6,190,No Failure,95.0
5510,M,299.0,310.6,1787,22.2,192,No Failure,64.0
5511,M,298.9,310.6,1720,25.3,197,No Failure,65.66666666666667
5512,L,298.8,310.5,1384,52.8,200,No Failure,100.0
5513,L,298.8,310.5,1464,46.4,207,No Failure,103.5
5514,H,298.9,310.6,1615,33.0,221,No Failure,44.2
5515,L,298.8,310.6,1651,33.3,0,No Failure,0.0
5516,L,298.9,310.6,1387,52.7,2,No Failure,1.0
5517,M,298.8,310.5,1678,32.8,4,No Failure,1.3333333333333333
5518,L,298.9,310.6,1585,38.1,7,No Failure,3.5
5519,L,298.9,310.6,1406,43.8,12,No Failure,6.0
5520,M,298.9,310.6,1679,35.8,14,No Failure,4.666666666666667
5521,L,298.9,310.5,1717,26.9,17,No Failure,8.5
5522,H,298.9,310.5,1429,39.9,19,No Failure,3.8
5523,M,298.8,310.2,1595,33.1,34,No Failure,11.333333333333334
5524,H,298.7,310.1,1435,45.6,37,No Failure,7.4
5525,L,298.7,310.0,1637,31.8,42,No Failure,21.0
5526,M,298.7,310.1,1644,34.1,46,No Failure,15.333333333333334
5527,L,298.7,310.1,1641,31.1,49,No Failure,24.5
5528,M,298.7,310.1,1506,50.7,53,No Failure,17.666666666666668
5529,H,298.8,310.1,1380,44.0,56,No Failure,11.2
5530,M,298.7,310.1,1549,42.5,61,No Failure,20.333333333333332
5531,M,298.7,310.1,1402,69.7,64,Power Failure,21.333333333333332
5532,L,298.7,310.1,1401,45.3,67,No Failure,33.5
5533,M,298.7,310.0,1459,40.2,69,No Failure,23.0
5534,L,298.7,309.9,1465,39.7,72,No Failure,36.0
5535,M,298.8,310.0,1295,52.7,74,No Failure,24.666666666666668
5536,M,298.8,310.0,1484,44.9,80,No Failure,26.666666666666668
5537,L,298.8,309.9,1739,30.6,83,No Failure,41.5
5538,H,298.7,309.8,1422,40.7,85,No Failure,17.0
5539,L,298.8,309.8,1463,40.0,90,No Failure,45.0
5540,L,298.7,309.7,1667,30.4,92,No Failure,46.0
5541,H,298.7,309.7,1565,39.3,94,No Failure,18.8
5542,L,298.7,309.7,1393,45.7,99,No Failure,49.5
5543,M,298.8,309.7,1453,47.7,101,No Failure,33.666666666666664
5544,M,298.7,309.5,1394,46.0,113,No Failure,37.666666666666664
5545,M,298.7,309.5,1500,38.8,116,No Failure,38.666666666666664
5546,M,298.7,309.6,1254,57.1,124,No Failure,41.333333333333336
5547,L,298.8,309.7,1424,49.6,129,No Failure,64.5
5548,M,298.8,309.7,1392,48.7,133,No Failure,44.333333333333336
5549,L,298.8,309.7,1529,44.0,136,No Failure,68.0
5550,M,298.8,309.7,1477,48.5,138,No Failure,46.0
5551,M,298.8,309.7,1459,47.3,141,No Failure,47.0
5552,L,298.9,309.7,1449,48.8,147,No Failure,73.5
5553,M,298.8,309.7,1589,35.3,149,No Failure,49.666666666666664
5554,L,298.8,309.7,1740,28.5,152,No Failure,76.0
5555,M,298.8,309.7,1499,40.3,154,No Failure,51.333333333333336
5556,L,298.8,309.7,1751,29.6,160,No Failure,80.0
5557,L,298.7,309.7,1510,40.6,162,No Failure,81.0
5558,H,298.8,309.8,1437,48.2,164,No Failure,32.8
5559,H,298.8,309.8,1490,35.9,171,No Failure,34.2
5560,L,298.7,309.6,1665,31.1,178,No Failure,89.0
5561,M,298.7,309.6,1452,42.7,180,No Failure,60.0
5562,M,298.7,309.5,1487,33.6,183,No Failure,61.0
5563,M,298.7,309.6,1382,48.1,186,No Failure,62.0
5564,L,298.6,309.6,1491,36.9,192,No Failure,96.0
5565,L,298.6,309.6,1390,50.3,196,No Failure,98.0
5566,L,298.7,309.6,1502,46.7,198,No Failure,99.0
5567,M,298.6,309.6,1344,59.4,200,No Failure,66.66666666666667
5568,L,298.7,309.7,1547,37.4,0,No Failure,0.0
5569,M,298.6,309.6,1525,42.4,2,No Failure,0.6666666666666666
5570,L,298.6,309.5,1450,44.3,7,No Failure,3.5
5571,L,298.6,309.6,1353,62.5,9,No Failure,4.5
5572,L,298.9,309.8,1534,42.1,23,No Failure,11.5
5573,L,298.8,309.7,1953,20.6,25,No Failure,12.5
5574,L,298.7,309.7,1881,21.7,29,No Failure,14.5
5575,M,298.8,309.7,1448,44.8,31,No Failure,10.333333333333334
5576,M,298.7,309.7,1362,50.5,34,No Failure,11.333333333333334
5577,L,298.8,309.7,1225,63.4,37,No Failure,18.5
5578,L,298.8,309.8,1334,49.3,42,No Failure,21.0
5579,L,298.8,309.9,1629,31.9,49,No Failure,24.5
5580,L,298.9,310.0,1776,25.7,51,No Failure,25.5
5581,H,298.8,310.0,1530,38.3,53,No Failure,10.6
5582,L,298.9,310.0,1719,27.3,58,No Failure,29.0
5583,M,298.8,309.9,1495,35.2,60,No Failure,20.0
5584,L,298.8,309.7,1450,43.1,63,No Failure,31.5
5585,H,298.8,309.8,1563,38.8,65,No Failure,13.0
5586,M,298.9,309.9,1501,37.1,70,No Failure,23.333333333333332
5587,L,298.8,309.9,1351,47.2,73,No Failure,36.5
5588,L,298.8,309.9,1525,39.7,77,No Failure,38.5
5589,M,298.8,309.8,1288,61.9,79,No Failure,26.333333333333332
5590,M,298.5,309.6,1502,39.4,84,No Failure,28.0
5591,M,298.6,309.5,1566,38.1,89,No Failure,29.666666666666668
5592,M,298.5,309.5,1483,44.8,92,No Failure,30.666666666666668
5593,H,298.6,309.6,1593,33.3,95,No Failure,19.0
5594,L,298.5,309.6,1724,26.4,100,No Failure,50.0
5595,L,298.5,309.7,2617,12.1,102,Power Failure,51.0
5596,L,298.6,309.7,1294,59.4,104,No Failure,52.0
5597,L,298.6,309.6,1533,40.7,106,No Failure,53.0
5598,H,298.5,309.4,1671,31.8,108,No Failure,21.6
5599,L,298.5,309.5,1370,52.4,113,No Failure,56.5
5600,L,298.5,309.6,1462,45.1,115,No Failure,57.5
5601,L,298.4,309.5,1545,36.6,117,No Failure,58.5
5602,M,298.4,309.5,1484,41.7,119,No Failure,39.666666666666664
5603,L,298.4,309.5,1357,50.1,125,No Failure,62.5
5604,M,298.5,309.6,1572,33.0,127,No Failure,42.333333333333336
5605,L,298.5,309.6,1861,26.9,130,No Failure,65.0
5606,L,298.5,309.5,1548,44.5,132,No Failure,66.0
5607,L,298.6,309.8,1496,37.7,134,No Failure,67.0
5608,L,298.6,309.8,1842,20.1,142,No Failure,71.0
5609,M,298.7,309.9,1434,53.0,144,No Failure,48.0
5610,M,298.8,310.1,1585,31.3,147,No Failure,49.0
5611,H,298.8,310.1,1704,30.7,150,No Failure,30.0
5612,L,298.9,310.2,1971,23.2,155,No Failure,77.5
5613,L,299.0,310.3,1431,39.9,157,No Failure,78.5
5614,L,298.9,310.3,1496,36.3,161,No Failure,80.5
5615,H,298.9,310.3,1243,63.0,163,No Failure,32.6
5616,L,299.1,310.6,1380,44.7,170,No Failure,85.0
5617,L,299.2,310.6,1567,38.4,172,No Failure,86.0
5618,L,299.1,310.5,1628,35.9,174,No Failure,87.0
5619,L,299.1,310.4,1505,46.1,176,No Failure,88.0
5620,M,299.0,310.3,1827,28.0,178,No Failure,59.333333333333336
5621,L,298.8,310.0,1537,39.9,190,No Failure,95.0
5622,M,298.8,310.1,1501,48.7,192,No Failure,64.0
5623,M,298.7,309.9,1654,29.1,195,No Failure,65.0
5624,M,298.7,310.0,1519,38.1,198,No Failure,66.0
5625,L,298.7,309.9,1371,51.3,201,No Failure,100.5
5626,L,298.7,309.8,1181,65.9,203,Overstrain Failure,101.5
5627,L,298.6,309.8,1637,34.6,207,No Failure,103.5
5628,L,298.6,309.9,1630,30.6,2,No Failure,1.0
5629,L,298.6,310.0,1517,39.0,4,No Failure,2.0
5630,M,298.6,310.0,1541,36.9,12,No Failure,4.0
5631,L,298.6,310.1,1439,49.9,17,No Failure,8.5
5632,L,298.5,310.0,1492,41.2,19,No Failure,9.5
5633,L,298.4,310.0,1559,44.2,23,No Failure,11.5
5634,L,298.5,310.0,1435,42.5,25,No Failure,12.5
5635,M,298.6,310.0,1512,37.5,27,No Failure,9.0
5636,L,298.6,309.9,1356,59.5,34,No Failure,17.0
5637,L,298.6,309.9,1556,38.6,36,No Failure,18.0
5638,L,298.6,309.9,1393,45.5,38,No Failure,19.0
5639,L,298.7,309.9,1753,26.8,40,No Failure,20.0
5640,L,298.7,309.9,1651,29.5,42,No Failure,21.0
5641,L,298.7,309.9,1372,54.7,44,No Failure,22.0
5642,M,298.7,309.8,1501,44.7,48,No Failure,16.0
5643,M,298.7,309.9,1411,45.1,51,No Failure,17.0
5644,H,298.6,309.7,1672,27.5,54,No Failure,10.8
5645,M,298.7,309.8,1475,40.5,59,No Failure,19.666666666666668
5646,L,298.7,309.8,1469,38.4,62,No Failure,31.0
5647,H,298.6,309.7,1463,39.1,66,No Failure,13.2
5648,M,298.6,309.7,1280,64.1,71,No Failure,23.666666666666668
5649,L,298.7,309.9,1464,38.0,74,No Failure,37.0
5650,L,298.5,309.7,1634,37.8,78,No Failure,39.0
5651,M,298.6,309.8,1430,43.1,80,No Failure,26.666666666666668
5652,M,298.5,309.7,1523,44.6,83,No Failure,27.666666666666668
5653,M,298.5,309.7,1557,37.7,86,No Failure,28.666666666666668
5654,H,298.5,309.6,1579,33.5,91,No Failure,18.2
5655,M,298.5,309.7,1354,60.8,96,No Failure,32.0
5656,L,298.4,309.5,1520,38.1,106,No Failure,53.0
5657,L,298.3,309.4,1618,31.5,108,No Failure,54.0
5658,L,298.4,309.5,1450,47.9,112,No Failure,56.0
5659,M,298.5,309.5,1501,40.2,114,No Failure,38.0
5660,L,298.4,309.4,1392,50.1,117,No Failure,58.5
5661,L,298.4,309.4,1385,43.2,119,No Failure,59.5
5662,L,298.4,309.4,1461,46.3,121,No Failure,60.5
5663,M,298.4,309.5,1514,38.8,128,No Failure,42.666666666666664
5664,M,298.3,309.5,1560,36.9,131,No Failure,43.666666666666664
5665,L,298.3,309.4,1668,27.1,136,No Failure,68.0
5666,M,298.3,309.4,1816,22.6,138,No Failure,46.0
5667,M,298.3,309.4,1509,34.2,141,No Failure,47.0
5668,L,298.4,309.6,1479,37.8,144,No Failure,72.0
5669,L,298.4,309.6,1655,30.2,146,No Failure,73.0
5670,L,298.3,309.5,1711,30.3,148,No Failure,74.0
5671,L,298.4,309.7,1581,34.6,150,No Failure,75.0
5672,M,298.4,309.7,1679,33.3,167,No Failure,55.666666666666664
5673,L,298.4,309.7,1457,44.2,175,No Failure,87.5
5674,L,298.2,309.4,1447,47.1,185,No Failure,92.5
5675,L,298.2,309.4,1443,45.4,187,No Failure,93.5
5676,L,298.3,309.6,1527,30.9,189,No Failure,94.5
5677,M,298.3,309.6,1469,54.8,191,No Failure,63.666666666666664
5678,M,298.3,309.5,1543,49.9,199,No Failure,66.33333333333333
5679,L,298.4,309.5,1376,50.4,202,No Failure,101.0
5680,H,298.3,309.3,1529,41.7,5,No Failure,1.0
5681,L,298.3,309.4,1378,52.3,12,No Failure,6.0
5682,L,298.3,309.3,1401,51.9,14,No Failure,7.0
5683,L,298.4,309.3,1531,37.4,16,No Failure,8.0
5684,L,298.4,309.3,1512,35.8,18,No Failure,9.0
5685,L,298.6,309.3,1449,46.5,26,No Failure,13.0
5686,L,298.6,309.4,1315,55.5,28,No Failure,14.0
5687,L,298.6,309.5,1547,44.8,36,No Failure,18.0
5688,L,298.6,309.5,1730,30.2,41,No Failure,20.5
5689,L,298.5,309.4,1548,37.7,43,No Failure,21.5
5690,L,298.5,309.4,1517,40.2,45,No Failure,22.5
5691,L,298.6,309.5,1687,29.3,47,No Failure,23.5
5692,L,298.5,309.5,1738,25.2,49,No Failure,24.5
5693,H,298.4,309.4,1512,35.3,51,No Failure,10.2
5694,H,298.5,309.4,2011,21.0,59,No Failure,11.8
5695,L,298.4,309.3,1716,28.4,66,No Failure,33.0
5696,L,298.5,309.4,1578,36.3,71,No Failure,35.5
5697,L,298.3,309.3,1558,37.2,73,No Failure,36.5
5698,M,298.2,309.1,1457,49.0,77,No Failure,25.666666666666668
5699,L,298.2,309.1,1467,44.5,80,No Failure,40.0
5700,M,298.1,309.0,1661,38.2,82,No Failure,27.333333333333332
5701,L,298.1,309.0,1592,33.9,85,No Failure,42.5
5702,L,298.2,309.0,1489,40.6,89,No Failure,44.5
5703,L,298.3,309.0,1471,48.3,91,No Failure,45.5
5704,L,298.3,309.0,1519,40.0,96,No Failure,48.0
